postId,title,text,authorRegion,time,price,authorPersonId
25,Apparence yorkshire terriers,"Nés hier, en plein confinement, 4 bébés apparence yorkshire terriers, père LOF, nés le 31/03/2020, nés en France, chez nous à Cannes. Ils ne seront (... voir la suite)",Non L.O.F.Cannes-la-bocca 06150,2019-02-03 11:51:27,30,0
26,Portée de 3 petits sacré de birmanie,La chatterie des Ptits Chamours est heureuse de vous annoncer la naissance de 3 petites femelles sacré de birmanie dont deux sont encore disponibles à (... voir la suite),Cappelle-en-pévèle 59242,2019-04-09 05:52:50,19,0
30,R'ling des zamours de som,Voici R'LING ( Petit Mâle de couleur Sorrel (cinamon ticked tabby) 3e chaton d'une portée de 3 chatons - né le 25 janvier 2020 est un chaton très jou (... voir la suite),Dourdan 91410,2019-04-04 01:53:04,38,0
32,Femelle devon rex arlequin,"Disponible à la réservation : 1 petite chatonne femelle bicolore noir et blanc arlequin ( avec plus de blanc que de noir ), couleur rare. Le papa est (... voir la suite)",Villeneuve-sur-yonne 89500,2019-12-17 01:59:16,9,0
35,4 chatons maine coon loof à reserver,"l'elevage De L'Arche D'Isid'Or - No Siret : 82804101200018, situé de Lisieux 14100, est fier de vous annoncer la naissance de 4 chatons Maine Coon LOO (... voir la suite)",Prêtreville 14140,2019-10-12 22:42:36,6,0
36,Chiots hovawart à réserver.,"Nés le 20 mars, 4 chiots de race Hovawart noir et feu à réserver. Ils sont inscrits au Lof et seront primo-vaccinés et identifiés par puce électroniq (... voir la suite)",a Bazoche-gouet 28330,2019-11-20 00:51:22,25,0
40,Superbe chiots yorkshire lof,"Elevage Familial de Yorkshire Terrier LOF, vous propose ses chiots nés le20 Mars 2020 , sociabilisés et habitués a la vie de famille , ils ont un (... voir la suite)",Hyères 83400,2019-09-12 10:36:22,9,0
41,Chiots bouledogue français à réserver,Margaux des Coeurs d'Alène a donné naissance à 5 jolis chiots dont elle s'occupe parfaitement bien : une mère calme et attentive pour donner des chiot (... voir la suite),Saint-jean-sur-reyssouze 01560,2019-10-11 13:32:51,15,0
45,Adorables chiots jack russell lof,"A RÉSERVER : chiots RACE JACK RUSSELL TERRIER LOF , à poil lisse, : Blanc et fauve ou tricolore , Parents LOF confirmés, Les chiots seront identifi (... voir la suite)",abbeville 95690,2019-11-24 01:25:35,45,0
46,Magnifiques chatons british shorthair,Nés le 5 mars 6 chatons bleus seront disponibles début juin. Papa triple champion Mâles 1100€ femelles 1300€ OBLIGATOIREMENT accueillis par (... voir la suite),Rioux 17460,2019-12-03 15:05:59,12,0
52,Chiots léonberg à réserver,Nés le 14 février 2020 portée de 4 chiots 3 femelles et 1 mâle 2 femelles et le mâle disponible à partir du 14/04 pucé primo vacciné déparasité. Pa (... voir la suite),Villard-bonnot 38190,2019-02-18 21:10:30,52,0
57,Saillie en cours,JASPA du HAUT de KOEKING vient d'être saillie par MOUGLY du HAUT de KOEKING. Les naissances sont prévues entre le 30 mai et le 6 Juin 2020. (... voir la suite),anguimberg 57810,2019-06-30 07:05:54,24,0
60,Très beaux chatons maine coon loof,"Bonjour, Notre papa et notre maman sont testés pour la PKdéf, la HCM & la SMA et suivis par échographies (normales) de leur cœur et leurs reins (... voir la suite)",Meigneux 77520,2019-10-05 10:40:15,29,0
68,Adulte spitz,C'est avec regret que je suis contrainte de rechercher un foyer pour Little-Rock Du Panache d'Or. Il a 4 ans.24 cm . . Trés affectueux il mérite un (... voir la suite),Donnemarie-dontilly 77520,2019-02-07 03:41:54,14,0
71,Et voici 6 jolis petits nains noirs 0325296759 pour plus de renseignem,0325296759 pour réserver ces jolis BB nains noirs 3 mâles et 3 femelles vous avez le choix ! Ces jolis chiots vous seront cédés aux alentours du 05 j (... voir la suite),Virey-sous-bar 10260,2019-03-23 06:44:21,24,0
75,Chiots chihuahua femelles poil long lof,"Chiots chihuahua LOF à réserver : 1 femelle marron, tan et blanc 2150 € ( petit gabarit certainement 2kg maxi adulte) 1 femelle Marron et blanc (... voir la suite)",e Soler 66270,2019-07-12 18:04:24,16,0
80,Portee 2020 à la chatterie des dunes blanches,"Les bébés de Nita et d'Odyssé sont nés le 14 mars 2020. 3 femelles et 1 male. 2 femelles sont en évaluation. - ROSE,femelle, chocolat tabby ? En e (... voir la suite)",Carnoules 83660,2019-08-22 14:18:05,59,0
87,Apparence chihuahua male,"Apparence Chihuahua Mâle reproducteur né le 04/10/2017 Joy est d'une robe chocolat total, petit gabarit, truffe chocolat!!! D'un caractère très (... voir la suite)",Non L.O.F.La Bréole 04340,2019-06-06 18:01:52,7,0
90,Chihuahua poil long,très beau mâle bien typé fauve et blanc poil long : 1400 € Vous pouvez nous demander par mail ou par téléphone des renseignements sur nos chiots né (... voir la suite),Saint-vitte 18360,2019-10-28 05:02:02,7,0
94,Chatons à réserver,"Issus du mariage de Mohely Des Sables d'Yon , Grand Champion D'Europe & de Mïa Des Rêves d'Azuli, Championne, 7chatons sont nés le 7 mars dernier. 1 (... voir la suite)",Donnemarie-dontilly 77520,2019-10-17 06:58:36,26,0
96,Carlin sable lof à vendre pour retraite heureuse,Ogustin carlin sable masque noir LOF sterilisé 2 ans ; il vit dans la maison donc parfaitement propre et sociabilisé ; de caractère moyen = ni exc (... voir la suite),Veyras 07000,2019-01-07 06:03:56,10,0
98,Vends chiot korthals 4 mois,"Je m'appelle PACO DE LA PLUME D'ARGENT, je suis né le 2 décembre 2019. Je suis issu du mariage de : LOVELY de la PLUME D'ARGENT cotée 4 Recommandé, (... voir la suite)",Grenoble 38100,2019-04-10 05:44:13,19,0
100,Femelle carlin lof à vendre pour retraite heureuse,à vendre pour retraite heureuse Indy carlin sable masque noir LOF stérilisée de 6 ans ; elle est en bonne santé ; vit dans la maison donc parfait (... voir la suite),Veyras 07000,2019-11-08 06:40:47,25,0
102,Chatons chartreux loof,"La chatterie du soleil de james (élevage professionnel dans les hauts de France) A la joie de vous annoncer la naissance de 3 femelles ,et 2 mâles (... voir la suite)",Saint-omer 62500,2019-12-24 15:44:27,32,0
105,"En bourgogne , chiots husky à réserver","En Bourgogne 03 Chiot Husky Sibérien sont nés le 20 mars 2020 . Il seront vermifugés , vaccinés CHPL et identifiés par puce électronique . Il sero (... voir la suite)",Autun 71400,2019-11-14 02:13:58,12,0
107,Chihuahua poil long,"très belle portée de 7 chiots poil long : mâle 1400 € femelle 1600 €, Vous pouvez nous demander par mail ou par téléphone des renseignements sur n (... voir la suite)",Saint-vitte 18360,2019-06-13 23:48:28,32,0
111,Chihuahua poil long,mâle noir et blanc 1400 € Vous pouvez nous demander par mail ou par téléphone des renseignements sur nos chiots nés ou à venir. D'autres portées so (... voir la suite),Saint-vitte 18360,2019-03-26 05:51:43,27,0
113,Petit lévrier italien,"A réserver, petit lévrier italien, née le 22 mars , disponible à partir du 22 mais. Portée de deux chiots, un mâle et une femelle. Disponible une fe (... voir la suite)",e Mage 61290,2019-11-30 17:33:06,22,0
115,A réserver superbe chatons exotic shorthair persan loof,A réserver chaton exotic shorthair (persan poil court) et chaton persan. née 06 mars 25 mars et 27 mars 2020. 1 femelle exotic shorthair blue tor (... voir la suite),Mont-de-marsan 40000,2019-05-24 01:23:09,15,0
119,Chihuahua poil long,2 mâles : un chocolat et feu + blanc 1400 € + 1 femelle noir et feu 1600 € Vous pouvez nous demander par mail ou par téléphone des renseignements s (... voir la suite),Saint-vitte 18360,2019-09-01 07:56:53,21,0
120,à réserver chiot shih tzu lof excellent pedigree,"Petit élevage familial nos chiens (carlin et shihtzu) vivent dans la maison pas en box. Le shih tzu est ma grande passion depuis 27 ans, ce petit ch (... voir la suite)",Veyras 07000,2019-04-14 18:17:41,29,0
122,Chihuahua poil long,3 femelles poil long à réserver 1600 € noir & blanc - chocolat et blanc - fauve masque noir Vous pouvez nous demander par mail ou par téléphone des (... voir la suite),Saint-vitte 18360,2019-08-27 13:05:30,7,0
126,A reserver magnifique femelles carlin lof de 2 mois,à réserver deux petites femelle CARLIN couleur sable masque noir très bon pedigree : inscrites au LOF. Très beau physique bien COB ; jolis plis d (... voir la suite),Veyras 07000,2019-05-10 02:56:36,19,0
128,Chiot chihuahua poil court,"à réserver 2 mâles : 1 noir et feu, 1 fauve 1400 € + 1 femelle fauve : 1600 € vous pouvez voir sur mon site plus de photos des chiots à résever, d' (... voir la suite)",Saint-vitte 18360,2019-08-30 02:56:27,22,0
132,Portée exceptionnelle berger australiens lof élevés en famille !,Disponibles magnifiques chiots Berger Australien élevés et socialisés en famille nés le 02/03/2020. Notre sélection est basé sur le respect du stan (... voir la suite),Rians 83560,2019-12-01 02:06:42,21,0
135,Magnifiques chiots chihuahua lof,Disponibles à la réservation : Splendide mâle poils long de couleur blanc avec les tâches chocolates. Petit gabarit. Né avec un poids de 106 grammes (... voir la suite),Cagnes-sur-mer 06800,2019-10-20 10:13:24,14,0
137,Apparence chihuahua femelle,'Djesy' Née le 25/10/2014 Femelle d'une robe tan total poil court Génétiquement elle est porteuse de noir et tan Djesy est une femelle très cal (... voir la suite),Non L.O.F.La Bréole 04340,2019-02-27 21:19:28,32,0
141,Apparence chihuahua male,Petit Mâle d'apparence CHIHUAHUA - Robe noire et tan avec plastron blanc - Né le 15/11/2019- d'un caractère joyeux dynamique joueur et très affectueu (... voir la suite),Non L.O.F.La Bréole 04340,2019-02-07 09:31:48,40,0
142,Superbes chiots à réserver,"Après échographie de contrôle les bébés de (CHAMPIONNE DE CONFORMITE AU STANDARD, Trialer Printemps - Trialer Automne, Recommandée, 4 points) Maddy du (... voir la suite)",Daumazan-sur-arize 09350,2019-07-24 14:28:59,27,0
145,A réserver 4 chiots buldog anglais,a réserver 4 chiots buldog anglais nés le 14 février 2020 2 femelles fauve et blanche (2000 euros) 2 mâles (1850 euros) dont 1 blanc et fauve et 1 (... voir la suite),arges-allichamps 18200,2019-04-05 17:02:57,44,0
146,Chiots berger allemand lof,Vends 3 mâles et 3 femelles berger alemand inscrit au lof nés le 01/02/2020 disponible de suite ils sont pucés et vaccinés avec certificat vétérin (... voir la suite),Bâlines 27130,2019-08-22 03:24:10,51,0
151,A réserver chiots apparence bouvier bernois,A réserver chiots apparence bouvier bernois 3 ème génération dans la ferme nés le 15 janvier 2020 Mère non lof ID 250268712516201 Père LO (... voir la suite),Villeneuve-sur-lot 47300,2019-09-14 22:36:29,12,0
153,Recherche femelle main coon pour saillie,"Magnifique Main Coon âge de 1 an, avec pedigree ce jeune chat a remporter de nombreux prix internationaux et a recu notamment la 1ere place chez les j (... voir la suite)",Metz 57070,2019-04-23 07:01:37,39,0
155,Première portée de titi,"Nous attendons dans les prochains jours les petits chatons de Titi, de son vrai nom Latigun Nefertiti Main Coon LOOF de couleur Black Tortie et Blanc (... voir la suite)",Pfastatt 68120,2019-03-31 23:40:27,4,0
156,Chihuahua lof lavande,Revlon des petites merveilles d’aurore Sublime tout petit garçon de couleur lavande yeux bleu Tout petit gabarit 1kg600 adulte environ Un sub (... voir la suite),Gratentour 31150,2019-06-16 19:10:16,7,0
160,Chiots schnauzer nain poivre et sel,"A réserver, chiots schnauzer nain poivre et sel LOF nés le 21 mars 2020 Portée de 6 chiots, 3 mâles et 3 femelles. Mère n° d'identification : 250269 (... voir la suite)",Samer 62830,2019-02-11 03:40:22,18,0
163,Chatons bengal loof,"Suivez photos et vidéos publiées régulièrement sur notre site Chatterie du Chti Chat Malo 2 mâles Bengal LOOF nés le 20 février 2020, dispo à part (... voir la suite)",Saint-sylvestre-cappel 59114,2019-07-03 21:19:11,25,0
166,Chiot basset hound lof,"Les premières photos sont issues d'une portée précédente pour donner une idée de ce que deviennent nos chiots... Plus d'info , photos et vidéos sur (... voir la suite)",Saint-sylvestre-cappel 59114,2019-03-26 01:35:40,50,0
168,Saillie de dora,Dora de son vrai nom Nymphadora du Domaine de Locus a été saillie par Max du Hirtzklee il y a 10 jours Nous espérons avoir une portée d'ici 2 moi (... voir la suite),Pfastatt 68120,2019-09-26 18:47:23,46,0
170,Chiots berger americain miniature,"A réserver bergers americains miniatures, nés le 6 mars 2020 Renoir et Ray Ban, males, noir tricolore, 1400€ R2D2, male, rouge merle, 1600€ Reggae, (... voir la suite)",Nébouzat 63210,2019-04-12 13:10:40,13,0
171,Chiots bouledogue français lof,Chiots Bouledogue français inscrits au LOF 1 mâle et 5 femelles fauve rouge et caille fauve rouge N° portée LOF2020007535 Nos BB seront parfaite (... voir la suite),Saint-sylvestre-cappel 59114,2019-02-28 08:54:13,26,0
175,Chaton ragdoll disponible a la reservation,"Nous avons eu des naissances le 25 février. Avec le mariage de Oups - Orion 3 MAGNIFIQUES CHATONS : - Ramsès, mâle Seal point DISPONIBLE - R (... voir la suite)",Sigonce 04300,2019-07-25 03:47:25,24,0
178,Petit mâle poils longs,"Réglisse est un magnifique petit mâle tricolore, porteur de sable (color test fait chez genindexe) testicules en place, dents 6x6 en ciseau. Il est (... voir la suite)",Mirandol-bourgnounac 81190,2019-05-20 20:34:46,12,0
180,Portée prévue avril 2020,"A réserver chiots carlins noirs et Fauves masqués noirs. Elevage familial, sociabilisation des chiots. Les chiots seront vendus puçés , vaccinés, ve (... voir la suite)",Brévainville 41160,2019-10-31 21:43:00,27,0
181,Chiots cavaliers king charles,"A vendre 4 chiots cavaliers king charles mâles nés le: 10/02/2020, couleur tricolores Disponible pour le: 13/04/2020 Prix: 1000€ Puçés et vacciné (... voir la suite)",Péret 34800,2019-02-03 20:49:52,5,0
183,Chiots siberian husky a vendre,Portée de EMEISHAN OF SIBERIAN COUNTRY LOF 81116/14404 Identification: 643094800035650 et BLOODSNOW NEVADA'S GOLD HUNTER. LOF 74676/11069 Identifica (... voir la suite),eucate 11370,2019-02-24 06:20:04,40,0
185,Femelle savannah f2,"Femelle savannah f2 de 6 ans entière, inscrite au loof et à la Tica avec pedigree. Attention ! de part sa taille et sa basse génération, elle n'est (... voir la suite)",Villers-sur-le-roule 27940,2019-02-02 06:54:47,43,0
186,A réserver chiots setter gordon mâles,Chiots setter Gordon mâle de Nyls du Vallon de Chavagneux et Inès du Clos de la Capitainerie. (... voir la suite),Availles-limouzine 86460,2019-11-12 14:08:54,16,0
188,Bengal loof,La chatterie fashion bengal vous propose de réserver 7 chatons une femelle silver une femelle brown charcoal deux femelles silver charcoal un mâ (... voir la suite),a Ferté-hauterive 03340,2019-11-29 19:40:38,4,0
190,Chiots cocker spaniel anglais - lof,"La Croix de Saint Martin. Très belles origines pour cette première portée de Nassau. 6 chiots, 4 mâles et 2 femelles, seront disponibles à partir du (... voir la suite)",Espinasse-vozelle 03110,2019-06-04 15:59:55,16,0
191,Femelle siamoise thaï adulte loof,La chatterie du Domaine de Douce vous propose 1 femelle siamoise adulte LOOF. Ipanema de l'aurore australe dites Ibiza N°d'identification: 250268711 (... voir la suite),Saint-germain-du-pinel 35370,2019-01-30 08:12:11,47,0
192,Chiots leonberg lof,"Une portée de Leonberg est née le 18/03/2020 : 4 mâles et 2 femelles. Les réservations débutent. Les chiots quitteront l'élevage LOF, identifiés par (... voir la suite)",Molas 31230,2019-02-17 01:50:45,40,0
195,Exotic shorthair male,"je m' appelle MAY I KISS YOU PUNCHLINE je suis un JEUNE MÂLE exotic shorthair de couleur BLUE TABBY ET BLANC ,,, TRÈS DOUX ET TRÈS AIMANT un (... voir la suite)",illé 72210,2019-09-07 15:48:14,52,0
197,Chiots bergers belges malinois de helipse,MAGNIFIQUES CHIOTS BERGERS BELGES MALINOIS 5 MALES 6 FEMELLES DISPONIBLES VERS LE 08/04/2020 * identifiés par transpondeur électronique * vacciné (... voir la suite),a Fouillouse 42480,2019-11-20 06:29:57,14,0
198,Sublimes chiots chihuahua lof,"Bonjour, L’élevage des petits trésors d’azur vous propose à la réservation deux splendides mâles chihuahua LOF nés le 17/03/2020: 1 mâle noir (... voir la suite)",e Thoronet 83340,2019-04-26 10:51:12,26,0
200,Chaton bengal loof à vendre,Naissances de 6 chatons le 22 mars 2020 Bengal Loof née du mariage de Orea (très jolie petite femelle Bengal seal tabby mink aux yeux verts) et de Nic (... voir la suite),Pré-en-pail 53140,2019-08-02 13:00:28,15,0
201,Chiot berger allemand lof poils longs,"A réserver chiots berger allemand poils longs LOF Nés le 03 mars 2020 ,portée de 7 chiots ( 5 mâles et 2 femelles) Mère: OPIUM de l'aube des loups (... voir la suite)",Bourdeilles 24310,2019-01-17 02:18:06,23,0
204,5 chatons maine coon disponibles à la réservation,"5 chatons Maine Coon sont nés le 1er mars 2020 (1 mâle et 4 femelles ), ils sont disponibles à la réservation et pourront rejoindre leur nouvelle fami (... voir la suite)",Sartrouville 78500,2019-01-19 07:11:31,24,0
205,Exotic shorthair femelle,"je m' appelle MAY I KISS YOU PUR SATIN , je suis une petite femelle exotic shorthair de couleur crème et blanche ,,, petit gabarit,,,, très dou (... voir la suite)",illé 72210,2019-01-24 20:30:31,1,0
207,Super bleu russe,"3 magnifique petits mâles, Maman grande championne d'Europe de beauté, Papa champion du Monde ! Elevage familial, visite possible, prendre rendez-vo (... voir la suite)",réjus 83600,2019-01-28 06:21:13,5,0
208,Superbes chatons sacres de birmanie,Ma belle nala fait ces chatons ce 21 mars disponibles a la réservation 3 petites femelles et un male les couleurs attendues sont bleu chocolat lilac (... voir la suite),Chambéry 73000,2019-01-19 15:10:22,18,0
210,York toy excellente origines de beautee lof,CHIOT YORKSHIRE TERRIER TOUT PETIT GABARIT QUEUE ECOURTEE Nez court et Petites Oreilles Court sur pattes Poils Très fourni petites oreilles ** (... voir la suite),Chevru 77320,2019-01-13 16:56:47,30,0
211,West highland white terrier,"Elevage familial situé dans les Hautes Pyrénées Tous mes westies sont LOF, vaccinés et identifiés par puce électronique, socialisés. Ils partiron (... voir la suite)",abastide 65130,2019-01-23 23:01:41,28,0
213,Magnifiques petits brabançon,Beau mariage de Gaspacho du Domaine des Cotières et de Limbé de La Petite Océane qui a donné naissance à 2 chiots (1 mâle noi et feu et 1 femelle noi (... voir la suite),Romagny 50140,2019-10-14 23:42:57,19,0
215,Persans silver et golden,"Disponibles pour fin mai / début juin Roméo, mâle black silver shaded Romane, femelle broown spotted tabby Ces adorables chatons quitteront la ch (... voir la suite)",ambesc 13410,2019-05-16 14:16:02,3,0
216,Chiots staffies - staffordshire bull terriers à réserver,"Il reste 2 femelles à réserver. Mes Tchoupis sont nés le 20 03 2020. 8 beaux bbs (2 femelles et 6 mâles) Inscrits LOF, ils seront pucés et vaccin (... voir la suite)",Pau 64000,2019-01-21 14:09:37,45,0
217,Merveilleuse chatonne black golden tabby,5 sublimes chatons argentés RECHERCHENT une famille aimante. Ils sont bébés et nous saurons qui est fold ou straight à partir du 21 avril. Mais je pe (... voir la suite),Glisy 80440,2019-04-30 07:47:20,9,0
220,Chiots lof à réserver,Réservations ouvertes sur notre prochaine portée. Naissances prévues la semaine 17. Les chiots seront disponibles a 9 semaines. Issus de parents LOF (... voir la suite),Paris 75008,2019-07-14 21:14:34,57,0
222,Chiot berger belge tervueren,ELEVAGE DE SÉLECTION 3 ème MEILLEUR ELEVAGE AUX PALMARES DU CLUB DE RACE MEMBRE DU CLUB DE RACE DU BERGER BELGE DEPUIS 2003 suivi et conseils de (... voir la suite),ourques 30300,2019-05-29 04:04:17,10,0
225,Drahthaar mâle adulte débourré,"NERO est un jeune chien plein de fougue qui ne demande qu'à travailler, il est allé en débourrage chez B. HYTIER (dresseur professionnel) au cours de (... voir la suite)",anguimberg 57810,2019-09-24 01:23:02,8,0
227,Bloom à la recherche d'une famille pour la vie !,Nous recherchons une famille digne de ce nom pour notre adorable petit Bloom. Il s'agit d'un mâle British Longhair Black Silver Shaded âgé de 20 mo (... voir la suite),yon 69004,2019-06-17 19:30:44,51,0
231,Superbes carlins lof,"5 Adorables chiots carlins L.O.F, garantie pure race, vaccinés, pucés, certificat de bonne santé.inscrits au L.O.F. ils sont élevés en famille avec a (... voir la suite)",ille 59000,2019-11-06 21:20:39,44,0
232,Chiots jagdterrier,"Suite à l'épidémie de Corona Virus, les brevets de chasse de ce printemps organisés par le JTCF sont annulés. Aussi, deux chiots avec lesquels j'ava (... voir la suite)",anguimberg 57810,2019-04-28 19:32:09,45,0
235,Adorables sphynx pour calins sans compter,"3 splendides mâles et une femelle , 2 ont les yeux bleus,, l2 ont les yeux or à vert. 1 femelle seal point et blanc (yeux bleus), 1 mâle noir e (... voir la suite)",Magenta 51530,2019-09-16 01:46:21,49,0
237,Chiots chien chinois à crête,"2 mâle et 3 femelles de race Chien Chinois à Crête LOF disponibles de suite. Ils partiront avec leur passeport avec primo-vaccination, un certificat (... voir la suite)",Walbourg 67360,2019-05-28 18:49:26,9,0
241,3 cavaliers king charles adultes lof,"A Vendre 3 cavalier king charles adultes LOF tricolore 2 Femelles + 1 mâle LOF et confirmés Vendus non stérilisés et non castré, vaccins + vermifug (... voir la suite)",Saint-germain-du-pinel 35370,2019-06-08 10:50:50,57,0
243,American curl,"A Réserver chatons American curl longhair nés le 29 fevrier 2020, 3 femelles (lilas tabby, chocolat tabby et chocolat unis) et 1 mâle crème tabby, pou (... voir la suite)",Corps-nuds 35150,2019-02-28 06:16:32,18,0
245,Main coon à réserver,"Très jolie maine coon à réserver pucés et vaccinés Les parents sont testés négatifs HCM, FIV, pkd et felv. Paiement en plusieurs fois possible. Pri (... voir la suite)",Sommervieu 14400,2019-09-20 04:05:58,53,0
247,Magnifiques chiots jack russell poil lisse lof,"4 bébés sont nés le 29 mars dernier : 1 petite femelle et 2 petits mâles sont encore disponibles à la réservation :ils seront pucées, vaccinés, verm (... voir la suite)",Tavernes 83670,2019-08-12 17:15:13,53,0
250,Magnifique bébé yorkshires à réserver,éleveur dans la vienne 86000 de magnifique yorkshires pure race L.O.F élevés en famille. dont les parents sont visible et issus d'origine de très gra (... voir la suite),Vouneuil-sous-biard 86580,2019-08-02 17:41:58,50,0
251,Chiots bouledogue américain,La kamy Toon's à le plaisir de vous annoncer la naissance de 11 chiots sur la portée de kamy Toon's Dory et de Migthybull's Lafayette Aka Buddy. Ils (... voir la suite),anglade 30980,2019-05-02 16:56:46,16,0
255,Beau chaton oriental chocolat loof,"A RESERVER, beau chaton oriental male chocolat LOOF, né le 17 Février 2020 d'une portée de 7 DISPONIBLE LE 17 MAI 2020 C'est un chaton adorable, h (... voir la suite)",Mouroux 77120,2019-03-09 16:39:58,17,0
256,Caniche nain noir,Tres belle portee de caniches nains noires vacc puce lof tres jolie portee et tres bien socialisee (... voir la suite),Cassagnabère-tournas 31420,2019-12-24 03:23:35,30,0
260,Chatons british shorthair à réserver,"Petit élevage de British Longhair et Shorthair, nous avons à cœur d'élever nos chatons dans les meilleures conditions possibles, en famille, pour qu'i (... voir la suite)",Bruailles 71500,2019-03-20 02:07:47,8,0
261,Spitz nain pomeranien,Rio des petites merveilles d’aurore Véritable et sublime Spitz Nain pomeranien disponible à la réservation Superbe pedigree chiots inscrit au lo (... voir la suite),Gratentour 31150,2019-10-11 07:32:49,11,0
265,Disponible à l'élevage de morafond,"Disponible à l'élévage de Morafond Potkol de Morafond, mâle de 1 an. Fils de Jengis Khan du banc des hermelles x Harpie de Morafond https://w (... voir la suite)",aurac-en-vivarais 07110,2019-06-08 16:17:53,17,0
266,Portée korthals chasse et beauté,"L'élevage de la Plaine du Lys est heureux de vous annoncer la naissance des 10 chiots Korthals. Ils sont nés le 18 mars, il y 3 mâles et 7 femelles. (... voir la suite)",Chouppes 86110,2019-03-26 05:49:37,45,0
270,Disponinible à l'élévage de morafond,Disponible à l'élevage de Morafond Pandor de Morafond mâle adulte de 1 an. Fils de Jengis Khan du banc des hermelles x Harpie de Morafond https (... voir la suite),aurac-en-vivarais 07110,2019-01-18 17:01:31,13,0
272,Disponibles 5 chiots dalmatien femelles l.of & testées pea.,"Disponibles: 5 Dalmatien femelles inscrites aux L.O.F. d'une fratrie de 5. Nées le 30/01/2020, elles sont sociables car manipulées au quotidie (... voir la suite)",ougères 35300,2019-10-31 20:22:18,39,0
274,à réservé superbes mâles chocolat tricolore,"à réservé 4 superbes mâles chocolat tricolore, très câlins, sociables et joueurs. (... voir la suite)",Theix 56450,2019-09-13 10:39:57,39,0
276,Chaton mau egyptien silver,"Joli chaton silver, bien contrasté, à réserver. Très proche, très câlin, il est adorable. Identifié, inscrit au loof, vermifugé régulièrement, vacc (... voir la suite)",a Geneytouse 87400,2019-09-07 22:05:42,56,0
